Review ID,Username,Rating,Review Text,Date
3bc12cce-3099-4d7c-9944-5e974428f1f0,Pengguna Google,2,"setelah di update. engga kelihatan jalur mana yang macet, mana yang engga. biasanya tanpa di zoom ketahuan, ini kembali ke semula harus ketik tujuan dulu baru ketahuan lalulintas yang macetnya",2025-11-05 12.42.25
489077be-29a6-4ba6-b487-8e631ab0c37c,Pengguna Google,5,membantu kalo gatau jalan,2025-11-05 12.37.43
f2ac80b2-c9e1-4266-9f8b-222625dbaba8,Pengguna Google,5,Memudahkan pencarian,2025-11-05 12.27.50
3d7afe45-1c47-4f72-b14d-d8a7aea06f1c,Pengguna Google,5,mantab,2025-11-05 12.19.50
6b7ef03c-b0a9-4b32-a897-472c59977089,Pengguna Google,5,aplikasi yang bagus tolong segera perbaiki kesalahan nya,2025-11-05 11.48.06
2e8ac225-5129-4192-b477-8c24dc65018c,Pengguna Google,5,sangat membantu di saat bingung mencari lokasi,2025-11-05 11.32.23
2ca3f136-4af8-4f79-b6e1-02888cd3e583,Pengguna Google,1,Ruwet,2025-11-05 10.59.05
ec2d983b-8958-49d7-9afc-395425cbd97f,Pengguna Google,1,"jalan utama di arahkan,jangan lewat sawah",2025-11-05 10.49.38
dfbfa7f2-b756-4860-90de-1ab7ce079320,Pengguna Google,4,Ok,2025-11-05 10.48.23
f040c307-00be-4420-a306-a593077e6275,Pengguna Google,5,terikasih bos,2025-11-05 10.27.00
31d6be24-b83c-4b35-86a2-1462102c641d,Pengguna Google,5,mantap,2025-11-05 09.51.37
df95cbc1-fbfd-47a6-a5da-1986ecaf1782,Pengguna Google,5,bagus juga nih,2025-11-05 09.49.04
b149dc41-5b8b-49fd-b1a2-a7a60b765f9b,Pengguna Google,5,tingkatkan,2025-11-05 09.09.25
6456b8f4-b5fe-4131-8e2b-a0b873594f0c,Pengguna Google,1,"wah tambah parah sih update-an kali ini.. titik sering gak jalan, sering loncat-loncat pokoknya udah parah banget ini aplikasi",2025-11-05 09.08.27
95c4418f-da69-49b4-a580-3b26d83bf694,Pengguna Google,4,??,2025-11-05 09.08.07
289e9f6c-7a7a-4e83-a925-be672fa67738,Pengguna Google,5,terimakasih,2025-11-05 08.57.23
9bab9793-77d9-41c3-a7bf-ae52e2de42d9,Pengguna Google,5,mantap,2025-11-05 08.54.53
c7efbcec-eea7-4feb-b185-815291505769,Pengguna Google,5,ok,2025-11-05 08.48.54
a4743370-72f1-4d33-a34c-64ee820488a4,Pengguna Google,5,ok,2025-11-05 08.24.29
f3b253df-6670-4cbb-8724-76e2c4e4d930,Pengguna Google,5,Ok,2025-11-05 08.18.40
e4bca968-0416-4325-9455-02a62c949bfb,Pengguna Google,1,masalah apa lagi ketika saya mau absen titik nya selalu lambat,2025-11-05 08.06.06
e1d87802-bb2b-4270-bdd1-7e70c104e447,Pengguna Google,5,bagus,2025-11-05 07.10.44
d30b5af5-f930-448b-b513-4ba4edb19243,Pengguna Google,1,tolong klw buat kami percaya jangan ambil keuntungan saja,2025-11-05 06.55.16
2ae58899-08fc-433e-98df-d866ab635bcd,Pengguna Google,5,titik birunya kadang suka berpindah dan melompat...,2025-11-05 06.44.23
9177964d-9ea7-449a-9632-a4623d3ffd50,Pengguna Google,1,"mau bikin maps tempat di kasih titik yang bener isi data bener malah di tolak, giliran ngasal nitik malah di terima payah.",2025-11-05 06.41.07
22d63f6a-3029-4407-a9c9-5b690caa072d,Pengguna Google,1,titik saya kenapaa tidak akurat??? padahal saya tidak ada pindah titiknya berpindah sendiri udh dari kemarin kenapaa tuuu.. efeknya pada kerjaan sayaaaa. tolong diperbaiki,2025-11-05 06.29.12
e26ce984-e403-41ef-a0f6-5b83d29dc924,Pengguna Google,5,sinyal gps lemah !!!,2025-11-05 06.12.41
82a9a0ec-6374-4494-abd6-3155ce18908f,Pengguna Google,5,bagus...pelayanan ramah perbaikan memuaskat...sukses selalu,2025-11-05 05.51.57
8228a9b1-1670-4d2a-96cd-2381face2169,Pengguna Google,5,kembangkan agar koneksi terhadap sinyal GPS bisa stabil dan akurasi yang lebih tepat.,2025-11-05 05.40.13
74a8dfca-1d87-4dbe-b4a9-c1e34552f7d0,Pengguna Google,5,semoga lancar,2025-11-05 05.31.26
b039420b-e9e7-4a4f-a3ea-a804e3c77d37,Pengguna Google,2,"lumayan buat perjalanan jauh,, tapi perbaiki jalanannya yang rutenya cepat sampe & kenapa sekarang gak ada rute buat motor y admin , adanya rute mobil sama kreta dan pejalan kaki",2025-11-05 05.22.58
d7a3cd07-5335-456e-89d2-dbf9ac7d99c2,Pengguna Google,2,jaringan lemot,2025-11-05 05.10.40
f8452b72-0f8e-459b-b9d5-d8f77e1df918,Pengguna Google,5,mantap,2025-11-05 04.29.06
bde24569-ffb3-431c-84a0-6d80c3021312,Pengguna Google,1,"kenapa jadi lemot ya, tidak sesuai pada saat di gunakan, kendaraan udah dmna maps dmna, knpa min jdi telat gini",2025-11-05 04.09.58
b8627756-de34-44a3-b51e-4b2aa73f3bc8,Pengguna Google,5,sangat membantu,2025-11-05 04.02.34
becaa436-d870-42c9-91dd-5f40e139712b,Pengguna Google,5,"Tingkatkan Fitur Berbagi lokasi: akurasi lokasi berlaku juga untuk orang yang kita bagikan lokasinya,rute yang dilalui oleh orang yang kita bagikan lokasi nya.",2025-11-05 03.49.15
cfb2086d-3fa2-46c3-89ee-dc9a37ae8957,Pengguna Google,5,sangat bermanfaat,2025-11-05 03.48.35
8c2b7d57-a7f0-4365-af4e-4b7c2f12bf35,Pengguna Google,5,????,2025-11-05 03.41.55
12d764cb-fe8f-4a5a-b016-907b338d30a7,Pengguna Google,1,tolong aplikasinya perbaiki. ini banya foto di profil saya banyak tidak bisa dibuka karena tidak dapat terhubung padahal internet saya masih lancar.,2025-11-05 03.38.27
c9b84f7b-b5f2-415e-8f4c-994d7510063f,Pengguna Google,5,sangat memudahkan perjalanan bapak hahahahambat,2025-11-05 03.20.44
fb995be1-b0c8-45c6-9617-286f685701c7,Pengguna Google,5,membantu??,2025-11-05 03.17.24
6f2fe598-fbc2-4af6-9feb-86fbee831a4f,Pengguna Google,1,aplikasi tak berguna,2025-11-05 02.58.23
30d7310c-73ee-405e-bde6-5f2373684903,Pengguna Google,5,mantap,2025-11-05 02.43.02
8cfe09a6-d1ed-4465-87c6-6b748fbf13b6,Pengguna Google,2,bukan nya lebih akurat malah lebih gk jelas aplikasi cacat,2025-11-05 02.18.44
7269a880-fd32-4599-9de6-2b41de9563e7,Pengguna Google,5,mantap,2025-11-05 01.57.10
6fdc112f-19d0-43d5-b7f1-e50d0679d181,Pengguna Google,2,"Rute perjalanan sering tidak muncul (blank), pilihan jalur sering ngaco (tidak akurat), tdk bisa di kalibrasi (sangat ribet).",2025-11-05 01.43.18
d3855652-a310-42ad-a493-05b6c5d00332,Pengguna Google,5,jos,2025-11-05 00.13.25
93b8813e-1f0b-4c29-9578-663508025c86,Pengguna Google,4,ok,2025-11-05 00.08.58
2db647f6-7aa3-41e7-893e-6540391ea9ac,Pengguna Google,1,delay maps tidak akurasi,2025-11-04 23.43.38
f3d9699b-9d87-4c00-aad5-7e5e2f58b2c0,Pengguna Google,5,ol,2025-11-04 23.42.04
0a68e853-1a7d-40db-b7cf-abe57a1ea7e4,Pengguna Google,5,Segera update untuk pemulihan mantap ??,2025-11-04 23.36.43
de97a687-c71e-467e-8668-e42867a62a9b,Pengguna Google,5,kurang akurat mapsx,2025-11-04 23.28.55
9d0fe2a4-8028-4beb-8e6b-cff543d6d9d1,Pengguna Google,1,hp vivo RAM 6 pun map sll ketinggalan. titik biru pindah sana sini. map gogle parah dan tdk mmbantu sama skali,2025-11-04 23.21.32
79c67dae-a43c-482e-a073-40de1ab52882,Pengguna Google,3,"tolong dong untuk pengembang apk nya lebih di update lagi fiturnya . jangan hanya menampilkan rute tercepat , tapi kasih opsi untuk kendaraan besar seperti tronton, trailer . kasihan sopir2 truk yg ngikutin maps di alihkan ke jalan2 yg sempit.",2025-11-04 23.19.43
156700db-eec1-4b05-a906-92f4e2198dca,Pengguna Google,5,Tolong di perbaiki jaringan nya...,2025-11-04 22.58.46
1cfee9b8-eeb9-47bd-ac75-7fa078d4e649,Pengguna Google,1,"Lokasi saya sering tidak terdeteksi, padahal sinyal bagus dan berada di tengah kota??",2025-11-04 22.55.00
18bac44b-9d61-4b37-a3f2-e498db85a3db,Pengguna Google,5,seru,2025-11-04 22.12.58
01629db7-30f9-4770-bf25-2a93ce8d759e,Pengguna Google,5,mantap,2025-11-04 22.08.12
981305e0-8767-413a-9e34-08ad3cc55603,Pengguna Google,5,gacor,2025-11-04 21.37.48
1715418e-75b0-450f-84a8-45f86a73583f,Pengguna Google,1,jelek pas loading cari rute lama tapi gada hasil,2025-11-04 21.13.54
763c1be0-043e-4ba6-94de-b1d98b3324c3,Pengguna Google,2,menikmati pejalan dengan Naps,2025-11-04 20.32.14
802bd190-6b2f-4dfb-8ffc-2578f9624346,Pengguna Google,5,semoga aqkura1,2025-11-04 19.15.48
d49653da-0034-447a-a4d0-4941f14747c8,Pengguna Google,5,??????,2025-11-04 17.30.24
4b6e9daf-befb-4ff7-80ad-85fbfe786d7f,Pengguna Google,2,jelek,2025-11-04 17.07.15
a4b59174-f98f-45ab-b266-ef3916c78aea,Pengguna Google,5,top,2025-11-04 15.59.46
6a24517c-866b-44e9-9b2f-83b43fba90a3,Pengguna Google,5,sering sinyal hilang,2025-11-04 14.53.07
a06a8d52-d490-438d-883f-5bfed3502862,Pengguna Google,5,bagus si tapi belum ada tanggapan,2025-11-04 14.21.56
a334b0fb-a014-4e41-9f1a-9c1b12687710,Pengguna Google,5,Baik,2025-11-04 14.17.10
7e1f42be-1df9-46ac-bb1a-9117fe3bbfc5,Pengguna Google,5,Bagus mempermudah perjalanan,2025-11-04 13.41.57
bb65f450-1a5f-49af-80d1-f2e9ac0a9b27,Pengguna Google,3,lemot tidak akurat,2025-11-04 13.17.19
6e9c8bac-8da8-4ec6-a269-aa0f6d2a94b2,Pengguna Google,1,bagus,2025-11-04 13.16.56
7aaea86b-68c1-467d-9ced-395780252f08,Pengguna Google,5,bagus,2025-11-04 13.16.39
53909f28-5b7d-4d0e-b799-48366385f50a,Pengguna Google,1,satelit busuk sering kali gak nyala,2025-11-04 13.07.23
06538e7a-2b45-47b9-9860-99930b469cdb,Pengguna Google,5,bagus,2025-11-04 12.45.10
6e577bcc-f650-4f30-b22c-c3e2230ac5f9,Pengguna Google,5,lebih bagus dan mantap lagi??,2025-11-04 12.23.30
fe88a835-a534-4f26-804a-466d94eba901,Pengguna Google,5,bagus,2025-11-04 11.38.18
bcced46d-c45f-4871-b6c3-5a0863f6205b,Pengguna Google,1,gk guna untuk pengguna samsung map tidak stabill,2025-11-04 11.12.08
ca9fe861-3ccb-4eab-b3df-624f563c070c,Pengguna Google,5,ulp Binjai barat Ter baik,2025-11-04 11.02.01
e998ca6c-df6f-4987-b04d-bfcf8e496a43,Pengguna Google,1,"koneksi internet lancar, tp knp titik koordinat ""lokasi anda"" sama sekali ga terlihat? sangat menghambat rute perjalanan. mohon diperbaiki.",2025-11-04 10.45.54
19c7f5dc-e40f-4af6-ac12-afca9b626422,Pengguna Google,5,bagus,2025-11-04 10.30.48
b930b154-456d-465f-904c-b2866b807992,Pengguna Google,5,perbarui otomatis.,2025-11-04 10.29.42
c640b0de-bb0c-40f8-8762-df41236582e4,Pengguna Google,5,Sejauh ini Aplikasi masih berfungsi dengan baik... Lihat Selengkapnya,2025-11-04 10.26.33
a955dc04-6f72-4f28-a1f2-7d7a981674a0,Pengguna Google,2,titik lokasinya gak jelas benerin dong yang jelas kalau pas dijalan,2025-11-04 09.55.08
4bd802e0-4490-4b8f-8d42-5365b63f3b85,Pengguna Google,1,aplikasi nya sering eror parah nih rute motor juga ga ada,2025-11-04 09.39.32
0649a8c9-9f36-4946-bb38-47c1ad895801,Pengguna Google,5,baguss,2025-11-04 09.08.51
b8955e42-1b8d-4edf-9b88-85e119ec76f8,Pengguna Google,3,sangat membantu sekali,2025-11-04 08.37.18
2a48bb23-d483-4f83-baa2-ad9df4d30859,Pengguna Google,5,"tolong update yg 2025, mksh utk g maps,berkat google maps, sy bisa liat rumah dikmpung, meski blm bs pulang sejak 2013,rumah sdh kosong krn keluarga merantau smua, ingin pulng tp keadaan yg memaksa blm bs pulng kampung",2025-11-04 08.05.42
30ce9fdd-be82-4aea-b2c5-0dff00c6755b,Pengguna Google,5,Bagus,2025-11-04 08.05.14
71e01761-dc74-491a-a6b6-f41a5c903259,Pengguna Google,5,menyenangkan,2025-11-04 07.01.54
57aa0602-a04e-49f2-b77e-ea60325a284f,Pengguna Google,5,BAGUS SEKALI,2025-11-04 06.59.49
b4081f86-38ce-4199-887d-61c90654f023,Pengguna Google,5,saya selalu pakai ini tapi kenapa sekarang lambat ya? internet nya suka terputus tidak ada jaringan padahal bagus sinyal internet saya,2025-11-04 06.59.48
372fe903-f21f-4a80-a876-6d7177a66a3a,Pengguna Google,4,"ketik ""jelajahi"" yang muncul hanya 3-4 lokasi, bawahnya cuma area blank putih.. padahal wifi sinyal bagus.. harus menunggu muncul, kadang cukup lama",2025-11-04 05.49.47
8a512242-47d7-451e-8f3b-6b44b8f1f682,Pengguna Google,5,mantap,2025-11-04 05.30.56
e2511fe2-3cc4-4f3c-a060-a17ad9da9673,Pengguna Google,5,sangat membantu di setiap perjalanan ku,2025-11-04 05.24.10
05721566-c7bf-4d1a-a8fd-32a8ea6a7556,Pengguna Google,5,"Ada jalan pintas kok malah di tunjukkan jalan yang tambah jauh,sering ngajak muter""...yang cerdas kenapa,saya kasih bintang 5,kalo tetap ngaco... saya unstal",2025-11-04 05.14.14
d0cf2a43-08c3-42b9-aeef-6661bada78d8,Pengguna Google,2,kenapa saya harus meng upgrade trs ? padahal saya sudah ada aplikasinya,2025-11-04 05.02.14
2d16d807-3d0e-41cf-8b10-bfb0fb5c4fb6,Pengguna Google,5,sangat bermanfaat,2025-11-04 04.51.59
69a44361-5d05-4a4c-ac31-062876864d06,Pengguna Google,5,bagus,2025-11-04 04.41.20
d5a1230b-842a-416e-b7e4-70506ffd5955,Pengguna Google,5,good,2025-11-04 04.12.42
06e223f9-f124-40f5-8fd4-bfcb99154de0,Pengguna Google,5,"belm maksimal, masih sering kesulitan mencari titik lokasi, trmksh",2025-11-04 03.39.47
2286a047-1afc-4c0b-8008-05c9262da188,Pengguna Google,1,"Setiap saya update yg ada m""buat saya bingung jg kelabakan menggunakannya krn dmn pekerjaanku kurir online.Sangat KECEWA sekali setiap update jd pasti unistal biar lbh akurat.",2025-11-04 02.53.49
e107f0c9-b769-4e3e-aac2-2ff7e547f1a6,Pengguna Google,1,Update terbaru titik biru tidak bisa di tekan,2025-11-04 02.52.22
4c5bf2cc-48ed-4d6f-90cf-2a8c3364de37,Pengguna Google,1,crash me in the road.,2025-11-04 02.15.26
512b4279-7370-4492-bc51-0d68b5b7720b,Pengguna Google,5,"sang at bail, akurat",2025-11-04 01.25.27
cf1ec8b4-c059-48b8-bb1f-371cf0c9e0ca,Pengguna Google,3,"lokasi saat saya sedang di Jawa Barat, mengapa bisa ditampilkan di tengah Kalimantan? padahal sudah saya upgrade terbaru",2025-11-04 00.58.10
f7588dcc-483c-431b-9a15-0dffa752367d,Pengguna Google,5,"oke, semoga bermanfaat dan",2025-11-04 00.30.20
7283b10c-eaa6-4323-a744-caf1acf57d42,Pengguna Google,5,kenapa maps saya gak jalan jalan suara maps saya sinyal gps ilang suaranya,2025-11-04 00.30.17
805bf6e3-0a6f-410f-a8fb-fb977ef465b0,Pengguna Google,4,Tambahkan peringatan jalur satu arah dengan jelas agar tidak terkena tilang ??,2025-11-04 00.24.24
735eb4c9-4a1f-4ebc-8406-07b28871842d,Pengguna Google,5,sangat membatu untuk mencari lokasi,2025-11-04 00.17.46
891eaa6f-6efd-48bb-bb61-5ceea7224e4c,Pengguna Google,3,jangan meretas akun....korban mati konyol sudah tidak terhitung,2025-11-04 00.07.12
5bf5651c-d37b-4b96-ac81-58feafcd5cd4,Pengguna Google,5,teman perjalan terbaik dimana pun berada .tak pernah tersesat..dan sampai pada tujuan ...,2025-11-03 23.21.59
7d9152d9-e3c9-446b-bf44-a6eb2d174602,Pengguna Google,5,Bagus,2025-11-03 23.14.22
e5da3882-aa70-46aa-b92e-cb7cc3e1c4db,Pengguna Google,5,ok,2025-11-03 22.22.42
c3016260-381d-4e9b-8e61-6bb54ad15ef6,Pengguna Google,5,Sangat akurat,2025-11-03 22.08.22
47490363-e693-4d6c-8a31-8db0c0fadbd5,Pengguna Google,2,data lokasi kurang update pembaharuan,2025-11-03 20.59.30
4d4d0173-891e-49ce-90fb-dbf63d3a3f56,Pengguna Google,5,sangat membantu pd orang yg membutuhkan pencarian alamat dgn baik,2025-11-03 19.59.35
8adc15c4-0f32-4d9b-8c5c-96af6c7b7fb9,Pengguna Google,1,"tolong di hp Oppo Reno 4 google maps tidak akurat, tolong segera diperbaiki",2025-11-03 19.53.53
0b980811-a5b6-4c54-8cea-0c5e69f2f0c7,Pengguna Google,4,masih bagus,2025-11-03 18.53.37
7ab7ebfc-2ef4-4617-b8d7-859d96abb6ff,Pengguna Google,5,good,2025-11-03 18.35.58
355f6076-1658-49b9-a15b-eda81c264ea5,Pengguna Google,5,tolong kenapa maps saya berhenti terus,2025-11-03 17.31.33
a030a16b-4e39-4481-b290-8d907b601737,Pengguna Google,4,bagus,2025-11-03 17.10.28
9b1e3903-13dc-4e48-bc83-3c4fa2cc6d29,Pengguna Google,5,petualang,2025-11-03 17.05.23
3d93b19b-d6d0-403c-9597-04acf3015561,Pengguna Google,5,oke,2025-11-03 16.51.25
60715135-ef20-4cd1-9119-8fa89356944a,Pengguna Google,1,salah salah kasih nama jalann si gemoy jdi bingung jadinya,2025-11-03 16.20.07
82e32e02-086e-4012-9480-38cd9d9b3d54,Pengguna Google,5,tolong kasih reward atau bonus yg bisa di tarik ke bank,2025-11-03 16.15.16
82ed5101-e543-4bb3-a526-131b246ccf13,Pengguna Google,1,kenapa ni gps y suka eror bikin kesel,2025-11-03 16.10.13
40920b98-e70c-4e3d-9877-c86119de36e6,Pengguna Google,5,sesuai,2025-11-03 15.55.52
8cbb9314-1b90-4ee7-879c-4e14d457a886,Pengguna Google,5,ok,2025-11-03 15.19.49
45888fb0-e6d1-4ee1-aef5-1bf090ffe013,Pengguna Google,5,mntap,2025-11-03 14.52.01
4fabd424-a5eb-47e1-a865-be19cc26ba1e,Pengguna Google,5,wujud kan impian saya dengan cara apa pun terimakasih,2025-11-03 14.34.36
8186251a-99ee-43fe-adc1-357f6494b4ed,Pengguna Google,5,bagus sekali,2025-11-03 14.33.07
701cba03-b85b-448f-8495-8ba4644668ae,Pengguna Google,5,harap di perbarui lagi doang,2025-11-03 14.01.25
c5249451-76f2-4eea-9c6d-b23fee47bb2f,Pengguna Google,5,bagus tapih bisa dibuat bisa dilihat di depan kamera boleh,2025-11-03 13.58.56
25a92326-6a49-44dc-b021-6749aa7db0e2,Pengguna Google,5,nice,2025-11-03 13.43.40
efd71348-5827-41d1-b758-ec006698ae9e,Pengguna Google,5,sangat suka,2025-11-03 13.36.01
448c98f3-b3f1-4453-97db-f713b9df31d7,Pengguna Google,1,NGASIH JALAN GAPERNAH JELAS??,2025-11-03 13.28.21
49cef46d-89b5-4b24-b2bd-4a3923480981,Pengguna Google,5,titik lokasi sering eror,2025-11-03 13.22.25
b1748d9c-f8cc-4db8-bc19-de1f040f8186,Pengguna Google,1,Tampilannya setelah update makin jelek..,2025-11-03 13.17.53
77d3454f-e5e3-4713-8f40-e26cd36b1481,Pengguna Google,3,kenapa sih Google maps Di update versi baru malah gak akurat Lari dari jangkauan 100meter di uninstall pake versi lama Baru Akurat. hp OPPO RENO 10 ko bisa gitu,2025-11-03 13.09.29
52c4a6eb-55f5-455e-9339-d1282267b3a0,Pengguna Google,5,ok,2025-11-03 13.01.02
ead5d4e0-5df5-47d5-81c7-7c6802a67be1,Pengguna Google,5,Beriratingaplikasin,2025-11-03 12.51.58
1c55e0f1-1fdd-4c78-843e-d2ec258cc050,Pengguna Google,4,bagus .cuma ada yang burem juga sih jadi tolong diperbaiki lagi,2025-11-03 12.49.40
969fb8d4-8e0a-45ad-8855-13a8ceff43c6,Pengguna Google,1,Jelek,2025-11-03 12.32.29
c060f000-f7d6-443b-a82a-5517510ffbbf,Pengguna Google,3,sering tidak fokus saat d klik itengahkan,2025-11-03 12.29.05
5f69ff8e-dac2-4f22-8085-6eb33408f060,Pengguna Google,5,good,2025-11-03 12.11.00
ef7ea313-6706-46da-ab0d-fddd07b3aaf5,Pengguna Google,5,oke,2025-11-03 11.48.17
3948db43-b540-4081-8f0e-f772813775b8,Pengguna Google,3,"tolong di update lagi yaa soalnya itu masih foto foto lama, bukan yang baru harus sesuaikan sama tempat yang sekarang biar orng yang nyari tempat atau jalan bisa mudah diketahui",2025-11-03 11.26.44
733f5f1b-fc9c-42d3-9201-7b6146ad039b,Pengguna Google,1,busuk malah gk bisa dipakai,2025-11-03 11.06.57
dfe02a64-6774-4dca-96e0-fad07203f60f,Pengguna Google,5,oke,2025-11-03 10.42.22
adbf8452-5622-4783-bb5b-0cb569cdd675,Pengguna Google,5,good,2025-11-03 10.38.37
d922d377-b64b-468b-b94b-68b5b10dc67d,Pengguna Google,5,mantap,2025-11-03 10.24.26
9991eeca-5c65-41f1-a296-04a6a24b79ae,Pengguna Google,5,the best akurat,2025-11-03 09.46.19
81870c5a-c598-45fa-b6af-5709f13472aa,Pengguna Google,5,MANTAP,2025-11-03 09.45.40
8f76b3fe-45d9-48d4-a151-ad939b88ecff,Pengguna Google,4,kok bisa aneh yah sherloknya gk jalan,2025-11-03 09.34.55
e7451239-fe6f-4536-a632-519906567860,Pengguna Google,5,terbaik,2025-11-03 09.27.02
d25605ae-8780-48e8-8e88-95e9af825dfa,Pengguna Google,5,"tolong dong untuk admin Google maps jangan biarkan ada perusahaan mengkaitkan nomor Meraka di Google maps Karna sekarang sudah banyak modus penipuan seperti Hotel, Bus, Dll Karna nomor mereka sudah di retas oleh pihak penipuan. kalau bisa nomor yang ada di perusahaan di hapus supaya mereka tidak bisa lagi mencantumkan nomor Meraka ??",2025-11-03 09.02.27
78eb4f0f-1436-4ceb-88b6-644f77149989,Pengguna Google,5,ok,2025-11-03 08.57.31
